"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"379",12,"Matt Prater",ARI,"K22","11","2 out of 5 stars","-119"
"380",12,"JuJu Smith-Schuster",KC,"WR136","6","3 out of 5 stars","-55"
"381",12,"Johnny Mundt",MIN,"TE52","6","2 out of 5 stars","-"
"382",12,"Jarrett Stidham",DEN,"QB41","14","2 out of 5 stars","-"
"383",12,"Jaret Patterson",FA,"RB104","-","-","-"
"384",12,"Darnell Washington",PIT,"TE53","9","3 out of 5 stars","-"
"385",12,"Donald Parham Jr.",DEN,"TE54","14","2 out of 5 stars","-"
"386",12,"Brandon Powell",MIN,"WR137","6","3 out of 5 stars","-"
"387",12,"Tyquan Thornton",NE,"WR138","14","3 out of 5 stars","-"
"388",12,"Trenton Irwin",CIN,"WR139","12","2 out of 5 stars","-"
"389",12,"Chase McLaughlin",TB,"K23","11","3 out of 5 stars","-78"
"390",12,"Joshua Karty",LAR,"K24","6","1 out of 5 stars","-72"
"391",12,"Adam Trautman",DEN,"TE55","14","2 out of 5 stars","-"
"392",12,"Sione Vaki",DET,"RB105","5","3 out of 5 stars","-"
"393",12,"Austin Hooper",NE,"TE56","14","3 out of 5 stars","-"
"394",12,"Carolina Panthers",CAR,"DST29","11","4 out of 5 stars","-"
"395",12,"Greg Joseph",FA,"K25","-","-","-"
"396",12,"Sean Tucker",TB,"RB106","11","5 out of 5 stars","-"
"397",12,"KaVontae Turpin",DAL,"WR140","7","3 out of 5 stars","-"
"398",12,"Matt Breida",FA,"RB107","-","-","-"
"399",13,"Jake Browning",CIN,"QB42","12","2 out of 5 stars","-"
"400",13,"Josh Whyle",TEN,"TE57","5","4 out of 5 stars","-"
"401",13,"Donovan Peoples-Jones",DET,"WR141","5","4 out of 5 stars","-"
"402",13,"Kyle Juszczyk",SF,"RB108","9","2 out of 5 stars","-"
"403",13,"Kenny Pickett",PHI,"QB43","5","2 out of 5 stars","-"
"404",13,"Jawhar Jordan",HOU,"RB109","14","3 out of 5 stars","-"
"405",13,"Nyheim Hines",CLE,"RB110","10","4 out of 5 stars","-"
